,,,,,28.7,,,21.7,40.9,,,,,31.9,,,,,24.1,21.9,16.2,,,,,,14.4,,29.2
1101,3501,11,1103,634,1195,,9,132,24003,31993,1046,2603,2645,9321,269,92,69,158,5061,1946,2483,812,973,509,51,,3718,955,25278
887,3077,48,1047,579,1077,,16,161,24029,29253,1045,2429,2511,5766,411,65,90,142,5411,1705,914,806,279,557,36,16914,3924,920,26618
919,2112,67,1001,532,1111,,16,267,16020,26208,889,2560,2216,5176,314,,72,157,5804,1711,1003,638,222,432,54,14869,197,744,
848,1832,101,957,485,1214,2397,28,193,17621,23418,746,3321,2086,7957,232,,29,122,6334,1561,603,525,160,394,44,12873,175,363,24498
875,2715,12,858,295,999,2336,3,244,16689,24017,633,3229,1951,7998,198,,18,106,6343,1387,313,503,171,406,43,11210,1550,528,23378
922,2527,12,793,167,1060,2099,6,232,16934,22630,530,3013,1570,7112,,,37,91,5607,,559,,104,329,59,9503,1305,665,24112
788,,19,985,172,1021,1633,8,246,16288,19559,406,2192,1167,6610,93,35,2,,4980,,663,,121,310,21,7419,1033,636,22884
916,,9,992,214,1058,1395,,275,12453,14499,393,2825,939,6611,41,34,21,,3245,,,,142,323,21,5936,1034,906,20938
288,1809,28,132,110,27,,1,0,2530,4932,239,86,828,12165,6,5,54,279,2791,84,98,385,21,23,25,,259,134,12236
301,1430,22,119,124,19,,,1,2781,4790,250,81,680,8529,5,14,50,260,2930,79,67,388,11,13,10,19848,262,81,12756
301,1031,9,147,121,19,,,0,2311,4620,235,62,654,7299,6,,35,251,3463,67,69,439,23,11,25,19497,17,82,
226,764,20,126,100,30,193,,1,2544,4212,248,78,760,10271,7,,41,228,3220,78,50,397,22,17,18,20335,13,46,13787
280,1085,2,124,80,20,238,,5,2639,4286,247,86,850,11452,3,,24,217,3388,80,17,382,24,16,20,22131,91,63,14077
325,1231,2,143,96,37,240,1,1,2768,4403,250,101,837,13774,,,32,166,3770,,33,,13,11,42,23132,142,59,14879
303,,1,150,84,23,281,,7,2517,4626,185,83,748,15212,0,8,44,,4140,,33,,11,12,9,24680,539,72,19431
352,,4,147,96,22,287,,4,1757,3839,183,105,768,12029,8,9,44,,2774,,,,12,9,6,23037,173,98,17668
123,1047,50,86,1,19,,11,78,200,,5,584,45,77,110,73,,2,700,,1806,1,2,14,2,,138,,2673
94,925,79,63,,5,,13,115,165,,1,461,50,43,222,76,,3,708,,638,2,7,5,2,632,108,,2585
117,639,43,85,0,5999,,13,181,98,0,7,476,45,33,426,,2,5,747,0,611,3,9,895,5,489,234,,
83,581,33,80,2,6008,358,13,204,107,0,6,567,44,38,380,,1,3,818,0,496,1,12,784,2,595,204,18,3084
80,951,11,85,3,5324,388,28,230,79,0,3,481,53,68,330,,1,1,793,0,285,4,24,742,2,517,1728,,3486
73,835,20,137,3,4896,395,15,328,71,0,2,433,31,44,,,1,1,762,,334,,3,531,4,461,1720,0,3701
68,,32,67,1,4700,414,11,395,113,,2,330,38,117,112,,1,,735,,514,,5,545,0,424,1890,1,4315
88,,10,234,0,4926,381,,499,67,0,0,433,39,49,130,,1,,513,,,,2,474,0,422,2204,0,4416
27,65,2,32,1,4,,,1,148,,4,82,56,147,3,1,,16,45,,11,5,14,2,,,1,103,302
23,43,1,27,1,8,,,3,170,,8,69,43,55,3,1,1,22,68,,6,5,1,2,,201,3,55,325
24,36,0,31,2,6,,,2,186,0,10,57,46,61,4,,,20,71,0,7,6,3,,2,134,0,53,
19,38,6,23,3,6,13,,4,118,0,9,50,49,129,2,,,13,69,0,3,4,9,2,1,103,0,1,270
16,35,1,37,0,6,14,,1,105,0,4,49,51,65,5,,,10,47,0,1,3,7,1,1,98,17,22,229
16,83,3,54,3,8,18,,2,122,0,2,43,70,86,,,1,10,46,,5,,4,2,1,127,14,31,325
25,,0,49,1,14,38,,4,191,,3,42,104,116,6,,9,,75,,19,,17,2,2,164,12,50,450
32,,0,121,11,11,39,,7,138,0,4,73,126,151,0,,10,,115,,,,23,6,1,182,16,91,857
10088,28086,3516,5591,901,2833,3000,507,,,31519,6985,2058,,8294,366,341,1015,176,,6534,,555,1967,1061,,175086,10028,41594,
8270,23900,69,4171,849,875,1896,,6167,,28875,6743,2040,1770,5701,412,199,832,85,,5444,,559,1799,1307,3673,172341,9221,60742,147309
5732,21075,127,4098,863,558,1287,466,5036,,28744,6262,2092,1843,4674,414,242,774,50,,4471,29698,554,1492,1242,3350,150206,7611,57744,148746
5272,23155,168,3684,758,508,891,409,4281,,27144,5774,2073,1833,4042,399,311,833,32,,3629,,460,1365,1512,3306,140952,5272,43217,155502
4720,21485,143,3340,715,455,583,295,4018,,24710,5609,2220,1247,2956,406,268,867,25,,3122,,386,986,1156,3090,100051,4522,46122,147486
4042,22274,109,2821,503,384,749,291,3700,,24135,6997,1939,981,2399,284,313,642,20,,1648,,387,777,1527,2534,86015,3710,26619,144228
3410,16831,,2827,,602,562,280,3000,12155,24594,6008,1670,2366,2156,309,249,464,7,,1809,,250,596,1202,2447,58914,2636,11959,145353
4003,19196,42,3277,629,563,,463,2400,11381,21831,4597,1352,1910,2216,253,259,532,,,1860,,289,412,1289,2127,39124,2567,10454,131386
1078,4268,39,231,107,144,2395,57,,,3395,418,143,405,4783,44,13,169,136,,1101,,1042,79,17,179,38458,142,784,
992,3653,,171,105,106,2286,,205,,3622,437,117,366,6031,34,12,103,115,,1086,,1108,75,23,196,38033,1452,863,19820
912,3859,30,132,88,44,2056,49,147,,3618,432,118,391,6671,28,10,122,80,,912,214,1238,85,19,251,37880,1010,1434,18592
970,3777,22,142,79,44,1756,34,81,,3335,466,108,476,6903,25,23,94,86,,815,,1385,73,30,272,42659,618,1457,19327
946,3448,21,184,77,42,1589,25,126,,3350,551,132,588,7035,34,45,119,57,,877,,1598,72,21,278,42252,724,1249,20052
984,4021,11,151,77,26,1365,45,102,,3858,791,139,635,7342,44,31,96,102,,804,,1420,103,26,254,49156,792,428,20311
936,3345,,233,,24,1858,64,107,4538,3956,868,134,1310,7340,46,32,83,83,,853,,1437,91,33,246,46391,813,367,24659
1087,3656,48,253,74,38,1232,122,92,4051,4199,742,134,1749,7060,55,22,87,,,909,,1369,62,16,199,45575,725,357,20691
613,3280,,576,,5,1787,233,,,9854,10,618,75,141,208,55,9,3,,5397,,77,40,4,,4005,4993,379,
496,2978,,373,3,31,2110,,3016,,8954,11,536,77,112,77,12,6,3,,3019,,47,42,6,241,3412,4303,13,6725
348,2830,51,268,2,2,1793,209,2497,,8407,17,454,90,120,74,36,13,3,,2344,6204,40,14,7,190,2511,3006,9,6538
383,3079,38,372,5,3,1733,215,3157,,9131,17,483,104,126,29,46,15,1,,2497,,26,28,10,204,3178,3542,6,7722
352,2912,61,367,4,6,1764,313,3154,,8430,5,484,89,39,21,40,8,2,,3597,,19,31,12,197,2575,5014,6,8438
347,2944,29,341,1,0,1260,325,2910,,7635,9,388,72,88,54,60,14,1,,2066,,30,11,7,148,2623,4986,90,7251
262,2646,,448,,1,1543,310,2900,387,8069,7,456,126,29,66,77,19,1,,3773,,25,14,2,203,2037,5304,39,7760
319,2767,70,547,1,2,1965,808,2896,343,7208,8,417,235,36,89,112,3,,,4222,,25,14,3,182,1928,6477,35,8547
212,1693,,517,28,119,688,147,,,3122,42,275,402,262,15,16,4,31,,502,,145,212,44,,3054,920,3706,
119,1338,,170,14,114,590,,795,,2233,47,181,464,136,18,13,3,45,,411,,80,142,17,53,2301,743,4274,3913
113,1098,3,105,9,12,523,56,513,,1786,7,91,311,138,24,8,10,27,,285,148,101,112,16,16,2128,441,4445,3734
90,919,11,75,13,15,197,44,300,,1322,8,22,272,116,13,5,6,30,,201,,95,96,5,9,2123,189,2587,3599
63,650,2,52,11,16,200,22,229,,1209,22,9,30,107,5,23,2,42,,79,,86,40,5,9,1538,127,1371,2956
131,921,17,45,1,13,200,45,190,,1761,33,33,90,106,19,88,10,37,,168,,63,30,5,16,1525,42,411,3708
181,1412,,69,,18,251,97,250,781,2698,54,186,730,258,118,94,16,72,,314,,88,210,53,47,2715,231,569,5218
250,1798,27,106,19,30,397,281,340,935,2495,85,152,1173,326,185,114,7,,,421,,110,168,47,37,3432,268,783,7228
8.94,13,13.1,8.9,,8.181,,12.7,2.7,13,,,7.2,,10.5,,,11.22,7,,,11,7.8,15.47,9,8.5,,7.7,,
9.56,10.41,9.1,7.8,,9.98,,13.4,,12.7,,,6.5,,12.4,,,8.48,6.75,,,9.81,6.6,9.45,7.1,7.5,10.8,,3.81,
9.71,13.17,3.5,6.3,,7.1,,13.4,,10,,,5,,8.5,,,9.1,7,,10.8,8.69,5.4,6.34,9.2,7,11,,3.11,
7.02,10.7,3.7,5.7,,7.2,,11.1,4.6,10.6,,,1,,6.4,,,11.28,7.25,,6.1,9.63,5.2,6.9,7.7,8.8,11.2,,1.72,
7.5,11.1,7.5,5.5,,7.7,,10,5.1,9.8,,,1.3,7.9,7.8,,,11.84,5.35,,6,7.6,5.2,4.67,7.7,7.4,9.5,,1.82,
5.9,9.9,2.4,,,4.2,,8,4.6,8.5,,,1.34,,5.9,,,11.18,6.25,,3.8,7.7,3.8,2.27,12.4,7,7.7,,4.72,
7.2,9.1,1.6,,,5.5,,6.6,4.9,5.8,,,1.4,,4.7,,,9.75,4.5,,4.5,6.85,4.8,,7.6,8.7,7.8,4.2,3.45,
6.7,9.2,1.5,,,4.7,,,4.3,7.5,,,1.2,,2.2,,,10.21,,,3,5.22,3.9,,4.9,5.3,7.9,,2.94,
31.6,64.2,35.8,39.1,,25.9,30,39,27,51.9,,51.2,40,47.6,55,37,38,38.1,,59.1,33,,40.1,33.45,39,49.8,41,43,56.84,36
26.05,57.61,30.5,34.8,,33.02,29,41,42,55.7,,75,44,,59.8,30,43,41,20,61.3,34,,37.3,41.23,35.4,51.4,39,31,59.05,38
28.07,59.16,24.8,29.6,,36.9,24,46,32,49,,59,41,,50.2,42,38,44.45,15.5,58.3,33,,32.8,36.07,35.9,43.1,42.5,34,57.65,36.8
27.52,56.1,21.9,27,,45.04,22,33,30,45,,61.1,50,,47,29,26,46.74,35.5,49.2,31,,33.7,51.86,46.74,31.6,42,29,58.7,26.2
27.3,55.1,27.2,28.8,,27.9,24,36,29,31.7,,,22,,46,36,37,47.9,29.5,52.3,37,,38.9,,48.3,29.2,45.5,31.5,53,23.8
27.6,51.3,24,22.7,,33.1,18,38,35,29,,,23,11.8,46.3,26,37,42.46,19.8,48.7,25,,38.7,33.75,30.1,34.7,49,29,36,20.3
32.1,61.4,25,29,,43.5,23,42.9,28.2,32.1,,,31,,47,28,36,52.13,35,55.4,37,43.76,48.4,62,36.8,28.8,49.5,39.5,46,28.8
32.6,65.5,23,32,,49.1,22,43.9,42,53.2,,54.81,32,,43,25,46,54.65,,56.6,35,35.6,48.1,,35.2,30.3,50.5,,59.22,33.2
10.6,34.3,10.3,11.8,,,20,18,24,29.9,,,20,,24.9,45,13,11.44,,48.9,37,12,27.3,1.4,22.5,12,,38,10.26,12
9.49,16.59,8.5,9.1,,,9,13,16,19.2,,,16,,8.1,14,15,23.1,,46.8,30,13,23.5,19.51,7.5,8.7,,31,4.82,7
8.43,19.41,13.9,5.9,,13.2,7,14,15,11,,,12,,12.4,18,20,17.03,,27.2,20,11.94,17.8,,59.8,6.6,,24,7.71,5.4
7.86,22.2,10.4,7,,6.95,7,13,18,15.4,,,15,,22.5,20,22,15.58,,29.7,25,18.1,23.6,,10.1,4.9,,27,16.8,10.4
7.8,31.6,7.8,6.5,,21.7,9,16,19.9,11.5,,,11,,6,35,24,10.43,,38.8,28,13.1,5.5,,27.2,5.4,,29,7,8.2
7.3,16.2,1,5.2,,,8,22,20.2,11.1,,,6.3,,13,16,23,15.38,,27,29,24,4.9,,5.7,3.2,,26,12.51,8
9.1,13.4,13,8,,,9,18.8,24.3,10.6,,,10,,3.1,29,20,18.2,,25.8,34,25.65,7.1,,,8.6,,36,8.16,7.8
12.8,24.6,10,6,,14.7,9,31.6,29,16.9,,,10,,,16,29,13.81,,33.7,40,35,22.5,,4.3,,,,13.53,10.9
44.63,125.3,,91.3,,42.05,131,90,,118.2,,,85,,,68,38,53.55,,117.8,,,80,32.46,88.1,86,,87,94.68,90
45.97,92.91,,98,,38.09,144,92,,82.7,,,84,,95.5,98,35,77.3,55,110.9,,,77,33.99,79.3,82,,119,121,
50.65,86.03,,84,,37.5,107,79,,101,,73,84,,67.7,102,36.6,42.89,54.5,107.4,,,72.4,37.82,62.6,77,,,116.36,102
63.4,85.3,29.1,80,,42.98,72,91,,70.6,,,,,84,99,26,77.88,55,100.3,62,,59.8,,76.9,,,,133,71
90.7,92.3,27,72.8,,15.33,73,64,,7.8,,,,,30,99,28,104,41.4,89.7,34,,39.4,0.55,3.42,99,,,59,49
41.1,51.6,22.7,55.5,,3.4,53,77,,42.7,,,,,30,27,20,17.32,28,66,61,,22.2,,23.2,108,,,94.43,43.5
38.3,52.2,75,26,,17.48,63,76,,49.5,,,52,,25,81,23,23.52,26.25,81.2,66,,34.6,40,54,43,,,72,33.1
37.6,105.2,70,27,,27.4,55,77,,51.8,,22.2,60,,22,90,27,21.87,,81.9,85,,45,,63.3,52,,,25.48,51.8
17272,17026,3414,6867,178,4000,,919,3000,161388,77500,10226,745,9764,75964,518,585,1121,1013,7569,7433,2586,16587,593,375,3190,,3502,,148868
16989,17482,3563,6315,180,4000,7600,1166,,163752,77300,9973,786,9640,94376,424,592,1126,1078,8412,7055,2455,16858,,408,3282,61954,3425,,149635
16892,17351,3445,6357,239,4000,7600,1157,,165961,75400,9878,672,9419,97312,355,452,1254,1094,9089,7038,2213,24027,531,459,3427,69111,3697,28656,149626
16782,17701,3452,5966,290,4500,7600,1076,2439,163595,76200,6783,715,9243,98636,277,513,1128,1107,9876,6640,2181,26351,742,484,3490,76263,3708,8074,150732
15798,17622,3012,5035,294,4500,7850,1064,,159344,77400,6264,1031,9266,103564,237,676,1248,977,10119,6015,2129,29325,601,537,3526,82372,3574,,154749
14202,16317,3104,3812,286,4300,7384,1012,1800,150363,74600,5360,992,9047,98493,189,562,1212,1099,9636,5383,1951,28708,424,551,3324,77811,3454,,149782
11551,,2315,2296,50,4000,7418,1008,1500,139945,72200,5045,802,8718,93059,164,512,1050,1046,8508,4913,1525,25808,,540,3332,81390,3150,,141885
10503,,1378,2016,71,3800,7327,1044,1200,131607,68800,,807,8429,95973,134,395,1092,1087,8947,4542,1230,24312,639,521,2957,81706,2898,,129959
,2655,8907,2431,8,33311,,,14294,,,5460,4442,9221,,2420,5707,,,,,1465,,2694,2114,1575,,2266,,9725
,3000,7326,1687,0,38315,,,10687,,,7128,4624,9221,,2801,2410,,,,,1655,,5148,2708,1792,,1912,,9940
,,10497,4904,0,34200,,,10114,,,5151,3357,9221,,2261,2164,,,,,1528,1931,4862,,2118,,1037,,11492
,,7983,3939,,35500,,,11432,,,1639,3373,,,,2973,,,,,2111,2046,4832,3178,1812,,,,7387
,,8057,3737,12,32374,,,,60000,,1080,2810,,,,2478,,,,,2022,2258,8966,2267,2030,,,,7277
,,15287,4877,,30000,,,13300,,,6358,2399,,,5261,2737,,,,,3100,1511,9417,3489,,,1104,,
,,,,,,,,13400,575000,,,,,,,,,,,,,,,,,,,,
,,6137,3201,,27200,,,13000,,,497,2019,7069,,1939,3399,,,,,3230,8761,4112,4200,,,1230,,
8541575,11231213,7223938,4236063,852504,10525347,5643475,1314545,5461512,66038697,80982500,10892413,9866468,4617225,60789140,1993782,2932367,556319,427364,16865008,5137232,38011735,10401062,19908979,5418649,2061980,46480882,9696110,77181884,64613160
8479375,11182817,7265115,4254475,861939,10514272,5614932,1317997,5438972,65744749,80645605,10965211,9893082,4598294,60233948,2012647,2957689,543360,423374,16804432,5079623,38040196,10457295,19983693,5413393,2059953,46620045,9600379,76147624,64128226
8429991,11128246,7305888,4269062,863945,10510785,5591572,1322696,5413971,65438667,80425823,11045011,9920362,4586897,59539717,2034319,2987773,530946,419455,16754962,5018573,38063164,10514844,20058035,5407579,2057159,46773055,9519374,75175827,63700300
8391643,11047744,7348328,4282921,850881,10496088,5570572,1327439,5388272,65127852,80274983,11104899,9971727,4576794,59379449,2059709,3028115,518347,416268,16693074,4953088,38063255,10557560,20147528,5398384,2052843,46742697,9449213,74223629,63258918
8363404,10895586,7395599,4296352,829446,10474410,5547683,1331475,5363352,64818789,81776930,11121341,10000023,4560155,59277417,2097555,3097282,506953,414508,16615394,4889252,38042794,10573100,20246871,5391428,2048583,46576897,9378126,73142150,62766365
8343323,10796493,7444443,4306322,808035,10443936,5523095,1334515,5338871,64504541,81902307,11107017,10022650,4535375,59095365,2141669,3162916,497783,412477,16530388,4828726,38151603,10568247,20367487,5386406,2039669,46362946,9298515,72039206,62276270
8321496,10709973,7492561,4310882,786632,10384603,5493621,1337090,5313399,64178710,82110097,11077841,10038188,4489544,58826731,2177322,3198231,488650,409379,16445593,4768212,38125759,10558177,20537875,5379233,2021316,45954106,9219637,71051678,61806995
8295487,10625700,7545338,4312749,767125,10298828,5461438,1340680,5288720,63826129,82266372,11048473,10055780,4398942,58438310,2200325,3231294,479993,406724,16381696,4709153,38120560,10542964,20882982,5374622,2018122,45226803,9148092,70158112,61322463
